threshold,precision,recall,f1
0.0,0.1336322869955157,1.0,0.23575949367088608
0.01,0.13423423423423422,1.0,0.23669579030976967
0.02,0.14737883283877348,1.0,0.25689655172413794
0.03,0.1925064599483204,1.0,0.3228602383531961
0.04,0.275092936802974,0.9932885906040269,0.43085880640465796
0.05,0.38242894056847543,0.9932885906040269,0.5522388059701493
0.06,0.4723127035830619,0.9731543624161074,0.6359649122807017
0.07,0.5517241379310345,0.9664429530201343,0.7024390243902439
0.08,0.6180257510729614,0.9664429530201343,0.7539267015706806
0.09,0.6824644549763034,0.9664429530201343,0.8
0.1,0.7309644670050761,0.9664429530201343,0.8323699421965318
0.11,0.75,0.9664429530201343,0.844574780058651
0.12,0.782608695652174,0.9664429530201343,0.8648648648648649
0.13,0.8323699421965318,0.9664429530201343,0.8944099378881988
0.14,0.8674698795180723,0.9664429530201343,0.9142857142857143
0.15,0.8727272727272727,0.9664429530201343,0.9171974522292994
0.16,0.8944099378881988,0.9664429530201343,0.9290322580645162
0.17,0.9113924050632911,0.9664429530201343,0.9381107491856677
0.18,0.910828025477707,0.959731543624161,0.934640522875817
0.19,0.9166666666666666,0.959731543624161,0.9377049180327869
0.2,0.9285714285714286,0.959731543624161,0.9438943894389439
0.21,0.9285714285714286,0.959731543624161,0.9438943894389439
0.22,0.9342105263157895,0.9530201342281879,0.9435215946843853
0.23,0.9403973509933775,0.9530201342281879,0.9466666666666667
0.24,0.958904109589041,0.9395973154362416,0.9491525423728814
0.25,0.9652777777777778,0.9328859060402684,0.9488054607508533
0.26,0.9652777777777778,0.9328859060402684,0.9488054607508533
0.27,0.972027972027972,0.9328859060402684,0.952054794520548
0.28,0.971830985915493,0.9261744966442953,0.9484536082474226
0.29,0.971830985915493,0.9261744966442953,0.9484536082474226
0.3,0.971830985915493,0.9261744966442953,0.9484536082474226
0.31,0.971830985915493,0.9261744966442953,0.9484536082474226
0.32,0.971830985915493,0.9261744966442953,0.9484536082474226
0.33,0.971830985915493,0.9261744966442953,0.9484536082474226
0.34,0.971830985915493,0.9261744966442953,0.9484536082474226
0.35000000000000003,0.9787234042553191,0.9261744966442953,0.9517241379310345
0.36,0.9787234042553191,0.9261744966442953,0.9517241379310345
0.37,0.9785714285714285,0.9194630872483222,0.9480968858131488
0.38,0.9785714285714285,0.9194630872483222,0.9480968858131488
0.39,0.9785714285714285,0.9194630872483222,0.9480968858131488
0.4,0.9785714285714285,0.9194630872483222,0.9480968858131488
0.41000000000000003,0.9785714285714285,0.9194630872483222,0.9480968858131488
0.42,0.9785714285714285,0.9194630872483222,0.9480968858131488
0.43,0.9856115107913669,0.9194630872483222,0.9513888888888888
0.44,0.9855072463768116,0.912751677852349,0.9477351916376306
0.45,0.9852941176470589,0.8993288590604027,0.9403508771929825
0.46,0.9852941176470589,0.8993288590604027,0.9403508771929825
0.47000000000000003,0.9850746268656716,0.8859060402684564,0.9328621908127208
0.48,0.9850746268656716,0.8859060402684564,0.9328621908127208
0.49,0.9849624060150376,0.8791946308724832,0.9290780141843972
0.5,0.9847328244274809,0.8657718120805369,0.9214285714285714
0.51,0.9846153846153847,0.8590604026845637,0.9175627240143369
0.52,0.9844961240310077,0.8523489932885906,0.9136690647482014
0.53,0.984375,0.8456375838926175,0.9097472924187726
0.54,0.984251968503937,0.8389261744966443,0.9057971014492754
0.55,0.984251968503937,0.8389261744966443,0.9057971014492754
0.56,0.9920634920634921,0.8389261744966443,0.9090909090909091
0.5700000000000001,0.992,0.8322147651006712,0.9051094890510949
0.58,0.9919354838709677,0.825503355704698,0.9010989010989011
0.59,0.991869918699187,0.8187919463087249,0.8970588235294118
0.6,0.9918032786885246,0.8120805369127517,0.8929889298892989
0.61,0.9918032786885246,0.8120805369127517,0.8929889298892989
0.62,0.9915254237288136,0.785234899328859,0.8764044943820225
0.63,1.0,0.7718120805369127,0.8712121212121212
0.64,1.0,0.7718120805369127,0.8712121212121212
0.65,1.0,0.7516778523489933,0.8582375478927203
0.66,1.0,0.7516778523489933,0.8582375478927203
0.67,1.0,0.7315436241610739,0.8449612403100775
0.68,1.0,0.7181208053691275,0.8359375
0.6900000000000001,1.0,0.6912751677852349,0.8174603174603174
0.7000000000000001,1.0,0.6845637583892618,0.8127490039840638
0.71,1.0,0.6845637583892618,0.8127490039840638
0.72,1.0,0.6644295302013423,0.7983870967741935
0.73,1.0,0.6241610738255033,0.768595041322314
0.74,1.0,0.6174496644295302,0.7634854771784232
0.75,1.0,0.5973154362416108,0.7478991596638656
0.76,1.0,0.5704697986577181,0.7264957264957265
0.77,1.0,0.5302013422818792,0.6929824561403509
0.78,1.0,0.5167785234899329,0.6814159292035398
0.79,1.0,0.48322147651006714,0.6515837104072398
0.8,1.0,0.4697986577181208,0.639269406392694
0.81,1.0,0.4429530201342282,0.6139534883720931
0.8200000000000001,1.0,0.4161073825503356,0.5876777251184834
